Player Names,Player BWF Link,Singles Wins,Singles Losses,Singles Prize Money,Doubles Wins,Doubles Losses,Doubles Prize Money,Mixed Wins,Mixed Losses,Mixed Prize Money,Total Money,Career Wins,Career Losses
Jiri Louda,https://bwfbadminton.com/player/73326/jiri-louda,8,13,0,12,13,0,10,11,0,67,30,37
Sabine Devooght,https://bwfbadminton.com/player/55144/sabine-devooght,14,17,0,7,8,0,8,12,0,66,29,37
Michael Mcguire,https://bwfbadminton.com/player/52808/michael-mcguire,12,12,0,11,15,0,6,10,0,66,29,37
Kubilay Sadi,https://bwfbadminton.com/player/87260/kubilay-sadi,18,21,0,3,7,0,8,9,0,66,29,37
Upuli Weerasinghe,https://bwfbadminton.com/player/16972/upuli-weerasinghe,2,8,73,18,23,1307,8,6,163,1608,28,37
Michael Opoku Baah,https://bwfbadminton.com/player/64194/michael-opoku-baah,15,14,70,13,16,75,0,7,0,210,28,37
Pavlína Krpatová,https://bwfbadminton.com/player/75199/pavlina-krpatova,11,10,0,7,13,0,10,14,0,65,28,37
Ilya Venediktov,https://bwfbadminton.com/player/66678/ilya-venediktov,10,13,0,9,13,0,9,11,0,65,28,37
Jonathan Marcus Forsberg,https://bwfbadminton.com/player/89536/jonathan-marcus-forsberg,4,10,0,19,18,0,4,9,0,64,27,37
Emil Söderdahl,https://bwfbadminton.com/player/94436/emil-sOederdahl,11,16,0,5,14,0,11,7,0,64,27,37
Iris Van Leijsen,https://bwfbadminton.com/player/57695/iris-van-leijsen,5,12,0,14,13,0,7,12,0,63,26,37
Annmarie Oksa,https://bwfbadminton.com/player/64781/annmarie-oksa,12,14,0,4,11,0,9,12,0,62,25,37
Aleksandra Radziszewska,https://bwfbadminton.com/player/82283/aleksandra-radziszewska,16,15,0,4,14,0,5,8,0,62,25,37
Thomas Legleitner,https://bwfbadminton.com/player/80217/thomas-legleitner,4,13,0,20,24,275,0,0,0,336,24,37
Paula Lopez,https://bwfbadminton.com/player/55668/paula-lopez,3,6,0,13,18,281,7,13,0,341,23,37
Vahur Lukin,https://bwfbadminton.com/player/53694/vahur-lukin,4,3,0,13,21,0,6,13,0,60,23,37
Václav Palán,https://bwfbadminton.com/player/87168/vaclav-palan,1,3,0,12,18,0,10,16,0,60,23,37
Yesenia Duarte,https://bwfbadminton.com/player/66876/yesenia-duarte,3,15,105,11,9,363,8,13,94,621,22,37
Aljallad Ahmad,https://bwfbadminton.com/player/96669/aljallad-ahmad,20,31,392,1,5,36,1,1,70,557,22,37
Aris Kattirtzi,https://bwfbadminton.com/player/87426/aris-kattirtzi,14,17,0,6,14,0,2,6,0,59,22,37
Ya-Han Chang,https://bwfbadminton.com/player/84222/ya-han-chang,0,0,0,10,23,1234,10,14,253,1544,20,37
Ann Knaepen,https://bwfbadminton.com/player/93148/ann-knaepen,6,16,0,6,11,0,7,10,0,56,19,37
Luisa Pagliara,https://bwfbadminton.com/player/83666/luisa-pagliara,14,16,0,4,12,0,0,9,0,55,18,37
Sara Delavari Kashani,https://bwfbadminton.com/player/69729/sara-delavari-kashani,9,18,53,8,19,439,0,0,0,546,17,37
Presence Beelen,https://bwfbadminton.com/player/64504/presence-beelen,9,20,0,6,13,0,2,4,0,54,17,37
Deeksha Choudhary,https://bwfbadminton.com/player/62285/deeksha-choudhary,2,6,0,8,14,272,6,17,138,463,16,37
Tenzin Pelling,https://bwfbadminton.com/player/54477/tenzin-pelling,2,9,0,7,16,0,7,12,94,147,16,37
Ahmed Abdelkader,https://bwfbadminton.com/player/88167/ahmed-abdelkader,15,17,0,1,16,0,0,4,0,53,16,37
Ralph Bittenauer,https://bwfbadminton.com/player/78588/ralph-bittenauer,6,10,0,3,13,0,7,14,0,53,16,37
Gabija Narvilaite,https://bwfbadminton.com/player/66592/gabija-narvilaite,5,10,0,8,16,0,3,11,0,53,16,37
Karoline Pottendorfer,https://bwfbadminton.com/player/67433/karoline-pottendorfer,0,4,0,6,16,0,10,17,0,53,16,37
Rakel Johannesdottir,https://bwfbadminton.com/player/71229/rakel-johannesdottir,0,9,0,9,17,0,6,11,0,52,15,37
Kevin Wood,https://bwfbadminton.com/player/13287/kevin-wood,3,10,0,7,16,0,5,11,0,52,15,37
Derya Calimbay,https://bwfbadminton.com/player/54380/derya-calimbay,9,22,18,4,14,6,1,1,6,81,14,37
Fiona Glennon,https://bwfbadminton.com/player/12978/fiona-glennon,2,6,0,5,15,0,7,16,0,51,14,37
S. Sanjeeth,https://bwfbadminton.com/player/82724/s-sanjeeth,1,1,0,9,33,942,2,3,0,991,12,37
Zachary Chiong Shen Sia,https://bwfbadminton.com/player/97338/zachary-chiong-shen-sia,0,1,0,9,20,190,3,16,0,239,12,37
Chun Yi Deline Quek,https://bwfbadminton.com/player/71086/chun-yi-deline-quek,5,21,140,2,9,0,4,7,19,207,11,37
Vikki Jones,https://bwfbadminton.com/player/53180/vikki-jones,6,20,0,3,14,0,1,3,0,47,10,37
Jin Lei Chuang,https://bwfbadminton.com/player/76433/jin-lei-chuang,6,24,0,1,7,0,2,6,9,55,9,37
Nikola Arsic,https://bwfbadminton.com/player/74661/nikola-arsic,4,20,0,4,17,0,0,0,0,45,8,37
Robert Thor Henn,https://bwfbadminton.com/player/55431/robert-thor-henn,4,13,0,1,15,0,3,9,0,45,8,37
Jiří Bureš,https://bwfbadminton.com/player/96729/ji%C5%99i-bure%C5%A0,0,15,0,5,18,0,1,4,0,43,6,37
Kristaps Kalnins,https://bwfbadminton.com/player/66199/kristaps-kalnins,1,13,0,3,15,0,2,9,0,43,6,37
Amita Giri,https://bwfbadminton.com/player/74747/amita-giri,0,11,77,1,15,271,3,11,302,691,4,37
Pal Padar,https://bwfbadminton.com/player/57837/pal-padar,1,12,0,2,16,0,0,9,0,40,3,37
Raymond Webster,https://bwfbadminton.com/player/95709/raymond-webster,0,37,0,0,0,0,0,0,0,37,0,37
Tang Yuanting,https://bwfbadminton.com/player/86088/tang-yuanting,0,0,0,137,30,235839,7,6,3125,239144,144,36
Ikhsan Leonardo Imanuel Rumbay,https://bwfbadminton.com/player/90657/ikhsan-leonardo-imanuel-rumbay,113,34,5513,0,0,0,5,2,0,5667,118,36
Nita Violina Marwah,https://bwfbadminton.com/player/60838/nita-violina-marwah,5,2,0,61,22,3795,29,12,266,4192,95,36
Natsu Saito,https://bwfbadminton.com/player/55417/natsu-saito,4,1,0,43,18,2984,46,17,1869,4982,93,36
Sebastian Grønbjerg,https://bwfbadminton.com/player/59617/sebastian-gr%C3%98nbjerg,0,0,0,36,20,0,35,16,0,107,71,36
Kateřina Mikelová,https://bwfbadminton.com/player/63393/kate%C5%99ina-mikelova,35,20,0,29,12,0,5,4,0,105,69,36
Lim Chong King,https://bwfbadminton.com/player/92542/lim-chong-king,54,24,1733,5,7,0,6,5,0,1834,65,36
Semih Baha Basakin,https://bwfbadminton.com/player/90548/semih-baha-basakin,0,0,0,26,20,0,39,16,0,101,65,36
Yuka Kusunose,https://bwfbadminton.com/player/86373/yuka-kusunose,64,34,10059,0,2,0,0,0,0,10159,64,36
Lin Chun-Yi,https://bwfbadminton.com/player/86114/lin-chun-yi,55,22,15854,7,7,29,1,7,0,15982,63,36
Huang Yin Hsuan,https://bwfbadminton.com/player/98445/huang-yin-hsuan,52,21,448,10,13,44,0,2,0,590,62,36
Grégoire Deschamp,https://bwfbadminton.com/player/75657/gregoire-deschamp,26,15,0,6,8,0,27,13,0,95,59,36
Alisa Kironda,https://bwfbadminton.com/player/72360/alisa-kironda,25,13,0,16,12,0,17,11,0,94,58,36
Reksy Aureza Megananda,https://bwfbadminton.com/player/60413/reksy-aureza-megananda,56,36,2633,0,0,0,0,0,0,2725,56,36
Gideon Babalola,https://bwfbadminton.com/player/94697/gideon-babalola,24,16,53,16,12,178,14,8,54,375,54,36
Lin Sih Yun,https://bwfbadminton.com/player/88079/lin-sih-yun,39,19,232,8,11,33,6,6,44,398,53,36
Simon Baron-Vezilier,https://bwfbadminton.com/player/66522/simon-baron-vezilier,26,16,0,19,14,0,3,6,0,84,48,36
Caroline Racloz,https://bwfbadminton.com/player/84323/caroline-racloz,12,12,0,17,12,0,18,12,0,83,47,36
Szymon Slepecki,https://bwfbadminton.com/player/59857/szymon-slepecki,5,6,0,23,16,0,18,14,0,82,46,36
Nadia Choukri,https://bwfbadminton.com/player/59679/nadia-choukri,31,18,0,14,14,0,0,4,0,81,45,36
Aline Müller,https://bwfbadminton.com/player/65121/aline-mUeller,8,14,0,29,15,0,8,7,0,81,45,36
Harshit Aggarwal,https://bwfbadminton.com/player/58670/harshit-aggarwal,41,34,1477,3,2,0,0,0,0,1557,44,36
Mayu Sekiya,https://bwfbadminton.com/player/53841/mayu-sekiya,39,30,0,5,4,0,0,2,0,80,44,36
Matthew Widdicombe,https://bwfbadminton.com/player/94486/matthew-widdicombe,28,18,0,10,10,0,6,8,0,80,44,36
Mathieu Gangloff,https://bwfbadminton.com/player/61403/mathieu-gangloff,9,7,0,22,16,141,12,13,0,220,43,36
Wen Xing Abel Tan,https://bwfbadminton.com/player/74031/wen-xing-abel-tan,0,0,0,36,30,359,6,6,0,437,42,36
Mahima Aggarwal,https://bwfbadminton.com/player/72445/mahima-aggarwal,6,3,0,16,19,450,18,14,1608,2134,40,36
Mark Shelley Alcala,https://bwfbadminton.com/player/87610/mark-shelley-alcala,31,26,218,6,6,0,2,4,28,321,39,36
Cynthia Course,https://bwfbadminton.com/player/42674/cynthia-course,13,14,26,12,13,27,14,9,0,128,39,36
Pooja Dandu,https://bwfbadminton.com/player/63677/pooja-dandu,0,0,0,25,28,4535,10,8,963,5569,35,36
Zainab Momoh,https://bwfbadminton.com/player/63462/zainab-momoh,10,15,123,17,10,408,7,11,0,601,34,36
Simon Koellemann,https://bwfbadminton.com/player/69773/simon-koellemann,15,12,0,6,12,0,12,12,0,69,33,36
Sofia Setim,https://bwfbadminton.com/player/66743/sofia-setim,13,14,70,4,10,0,15,12,380,518,32,36
Jarred Elliott,https://bwfbadminton.com/player/94719/jarred-elliott,4,11,0,12,14,0,16,11,0,68,32,36
Szymon Maciag,https://bwfbadminton.com/player/74319/szymon-maciag,12,14,0,9,13,0,11,9,0,68,32,36
Sarah Bergedick,https://bwfbadminton.com/player/65376/sarah-bergedick,15,13,0,6,11,0,10,12,0,67,31,36
Andreas Fleischer,https://bwfbadminton.com/player/65636/andreas-fleischer,14,18,0,15,16,0,1,2,0,66,30,36
Natasha Sharp,https://bwfbadminton.com/player/72587/natasha-sharp,13,14,0,10,11,0,7,11,0,66,30,36
Tawan Huansuriya,https://bwfbadminton.com/player/53547/tawan-huansuriya,28,30,120,1,5,0,0,1,0,185,29,36
Viktor Aglinder,https://bwfbadminton.com/player/99935/viktor-aglinder,22,18,0,3,12,0,4,6,0,65,29,36
Dominik Kopřiva,https://bwfbadminton.com/player/94649/dominik-kop%C5%98iva,13,15,0,14,15,0,2,6,0,65,29,36
Paulina Hankiewicz,https://bwfbadminton.com/player/74487/paulina-hankiewicz,3,5,0,15,18,0,10,13,0,64,28,36
Neeraj Vashist,https://bwfbadminton.com/player/61889/neeraj-vashist,15,18,53,12,18,83,0,0,0,199,27,36
Rasika Raje,https://bwfbadminton.com/player/59370/rasika-raje,26,35,2311,0,1,0,0,0,0,2373,26,36
Rahul Rampersad,https://bwfbadminton.com/player/53020/rahul-rampersad,8,17,53,13,16,555,4,3,0,669,25,36
Marvin Schmidt,https://bwfbadminton.com/player/65910/marvin-schmidt,12,16,0,12,16,0,1,4,0,61,25,36
Hana Mohamed,https://bwfbadminton.com/player/75022/hana-mohamed,13,17,0,3,7,0,8,12,0,60,24,36
Chatchai Boonmee,https://bwfbadminton.com/player/4818/chatchai-boonmee,0,0,0,19,28,656,4,8,1181,1896,23,36
Thanh Long Truong,https://bwfbadminton.com/player/94891/thanh-long-truong,17,29,228,2,3,0,4,4,18,305,23,36
Paige Butler,https://bwfbadminton.com/player/75619/paige-butler,18,16,0,3,14,0,1,6,0,58,22,36
Christopher Steeghs,https://bwfbadminton.com/player/66763/christopher-steeghs,7,9,0,13,14,0,2,13,0,58,22,36
Michelle Tong,https://bwfbadminton.com/player/90621/michelle-tong,0,0,0,13,22,634,7,14,195,885,20,36
Boonyakorn Thumpanichwong,https://bwfbadminton.com/player/72520/boonyakorn-thumpanichwong,14,25,70,4,10,253,2,1,0,379,20,36
Nina Almer,https://bwfbadminton.com/player/72787/nina-almer,15,27,0,2,4,0,3,5,0,56,20,36
Burak Furkan Demir,https://bwfbadminton.com/player/97958/burak-furkan-demir,7,13,0,9,17,0,4,6,0,56,20,36
Godwin Mathumo,https://bwfbadminton.com/player/13444/godwin-mathumo,7,12,0,12,15,0,1,9,0,56,20,36
Alexander Raudsepp,https://bwfbadminton.com/player/98425/alexander-raudsepp,1,3,0,11,18,0,7,15,0,55,19,36
Quentin Bernaix,https://bwfbadminton.com/player/66036/quentin-bernaix,10,14,0,8,16,33,0,6,0,87,18,36
Dgenyva Matauli,https://bwfbadminton.com/player/72934/dgenyva-matauli,9,13,28,7,15,15,1,8,0,96,17,36
Yi-Hsiang Yang,https://bwfbadminton.com/player/65390/yi-hsiang-yang,12,22,0,2,10,319,2,4,0,371,16,36
Vincent Dusnoki,https://bwfbadminton.com/player/3534/vincent-dusnoki,4,9,0,9,14,19,3,13,0,71,16,36
Noran Hassan El Banna,https://bwfbadminton.com/player/63827/noran-hassan-el-banna,5,13,0,5,12,231,5,11,0,282,15,36
Bradley Pilgrim,https://bwfbadminton.com/player/98189/bradley-pilgrim,5,15,0,6,16,120,3,5,120,290,14,36
Gleb Ageenko,https://bwfbadminton.com/player/57666/gleb-ageenko,4,12,0,8,12,0,2,12,0,50,14,36
Mare Van Britsom,https://bwfbadminton.com/player/96284/mare-van-britsom,3,13,0,7,14,0,4,9,0,50,14,36
Bianka Bukoviczki,https://bwfbadminton.com/player/86193/bianka-bukoviczki,13,27,0,0,9,0,0,0,0,49,13,36
Ella Hellman,https://bwfbadminton.com/player/71785/ella-hellman,1,7,0,4,15,0,8,14,0,49,13,36
Tej Kolar,https://bwfbadminton.com/player/88813/tej-kolar,5,19,0,7,16,0,0,1,0,48,12,36
Maria-Eleni Rougliou,https://bwfbadminton.com/player/96065/maria-eleni-rougliou,9,15,0,1,12,0,2,9,0,48,12,36
Vladi Cheslov,https://bwfbadminton.com/player/46893/vladi-cheslov,5,11,0,5,17,0,0,8,0,46,10,36
Mercado Jose,https://bwfbadminton.com/player/85285/mercado-jose,5,14,0,3,15,0,2,7,0,46,10,36
Joana Lopes,https://bwfbadminton.com/player/88621/joana-lopes,0,12,0,2,13,0,8,11,0,46,10,36
Rosemary Allen,https://bwfbadminton.com/player/96384/rosemary-allen,8,20,0,0,9,0,0,7,0,44,8,36
Emily Beach,https://bwfbadminton.com/player/72873/emily-beach,8,36,0,0,0,0,0,0,0,44,8,36
Maria Laura Arce,https://bwfbadminton.com/player/53305/maria-laura-arce,4,13,0,0,10,0,3,13,0,43,7,36
Bjarki Stefansson,https://bwfbadminton.com/player/53096/bjarki-stefansson,2,13,0,3,13,17,1,10,6,65,6,36
Simon Eeckhoudt,https://bwfbadminton.com/player/96322/simon-eeckhoudt,1,12,0,4,16,0,1,8,0,42,6,36
Dimitrios Papadopoulos,https://bwfbadminton.com/player/71824/dimitrios-papadopoulos,5,20,0,1,11,0,0,5,0,42,6,36
Sara Devi Tamang,https://bwfbadminton.com/player/53998/sara-devi-tamang,1,16,105,1,9,117,2,11,101,363,4,36
Jahid Alhasanov,https://bwfbadminton.com/player/55783/jahid-alhasanov,2,16,0,1,19,0,0,1,0,39,3,36
Thet Htar Thuzar,https://bwfbadminton.com/player/62385/thet-htar-thuzar,77,25,10563,1,4,117,3,6,0,10796,81,35
Kiran George,https://bwfbadminton.com/player/68317/kiran-george,72,35,2907,0,0,0,0,0,0,3014,72,35
Holly Williams,https://bwfbadminton.com/player/57859/holly-williams,4,6,0,40,14,0,28,15,0,107,72,35
Arya Maulana Adiartama,https://bwfbadminton.com/player/58559/arya-maulana-adiartama,0,0,0,59,31,639,4,4,83,820,63,35
Nisak Puji Lestari,https://bwfbadminton.com/player/85779/nisak-puji-lestari,1,1,0,53,31,2482,7,3,0,2578,61,35
Sophia Grundtvig,https://bwfbadminton.com/player/85723/sophia-grundtvig,45,21,0,14,12,0,2,2,0,96,61,35
Ece Sare Basakin,https://bwfbadminton.com/player/63625/ece-sare-basakin,8,6,0,22,13,0,28,16,0,93,58,35
Jade Morgan,https://bwfbadminton.com/player/46779/jade-morgan,9,11,0,24,13,0,16,11,0,84,49,35
Calvin Kristanto,https://bwfbadminton.com/player/91507/calvin-kristanto,0,0,0,39,30,326,9,5,0,409,48,35
Julia Meyer,https://bwfbadminton.com/player/68555/julia-meyer,7,12,0,10,11,0,30,12,0,82,47,35
Arif Ramadhan,https://bwfbadminton.com/player/14514/arif-ramadhan,43,34,1020,1,1,0,0,0,0,1099,44,35
Lekha Shehani,https://bwfbadminton.com/player/96090/lekha-shehani,32,29,1413,10,5,188,0,1,0,1678,42,35
Liang Chia-Wei,https://bwfbadminton.com/player/75217/liang-chia-wei,2,1,0,20,17,223,20,17,77,377,42,35
Phanuwat Srimanta,https://bwfbadminton.com/player/87309/phanuwat-srimanta,42,35,88,0,0,0,0,0,0,165,42,35
Emre Comert,https://bwfbadminton.com/player/81900/emre-comert,11,9,0,12,11,0,17,15,0,75,40,35
Emilien Morin,https://bwfbadminton.com/player/81186/emilien-morin,20,14,0,14,13,0,6,8,0,75,40,35
Hwi Tae Kim,https://bwfbadminton.com/player/57260/hwi-tae-kim,6,6,0,18,15,2166,15,14,3626,5866,39,35
Saputra Albert,https://bwfbadminton.com/player/66909/saputra-albert,0,0,0,37,31,1409,2,4,28,1511,39,35
Jonathan Bing Tsan Lai,https://bwfbadminton.com/player/96537/jonathan-bing-tsan-lai,7,10,0,21,15,197,11,10,223,494,39,35
Alejandro De Pablo,https://bwfbadminton.com/player/94080/alejandro-de-pablo,13,14,0,20,14,0,5,7,0,73,38,35
Dawid Perkowski,https://bwfbadminton.com/player/76466/dawid-perkowski,14,11,0,5,12,0,19,12,0,73,38,35
Denis Verner,https://bwfbadminton.com/player/85610/denis-verner,7,13,0,13,13,0,18,9,0,73,38,35
Rachel Cameron,https://bwfbadminton.com/player/59784/rachel-cameron,14,12,0,12,14,0,11,9,0,72,37,35
Yohannes Hogianto,https://bwfbadminton.com/player/50426/yohannes-hogianto,22,17,0,10,11,1185,4,7,0,1256,36,35
Dennis Van Daalen De Jel,https://bwfbadminton.com/player/14267/dennis-van-daalen-de-jel,19,14,0,13,14,0,4,7,0,71,36,35
Shaun Ekengren,https://bwfbadminton.com/player/93399/shaun-ekengren,27,24,0,8,11,0,0,0,0,70,35,35
Febby Valencia Dwijayanti Gani,https://bwfbadminton.com/player/77316/febby-valencia-dwijayanti-gani,0,0,0,28,26,138,6,9,0,207,34,35
Iya Gordeyeva,https://bwfbadminton.com/player/69989/iya-gordeyeva,16,13,0,7,13,36,11,9,0,105,34,35
Siebelijn De Sutter,https://bwfbadminton.com/player/64263/siebelijn-de-sutter,13,15,0,21,15,0,0,5,0,69,34,35
Leung Sze Lok,https://bwfbadminton.com/player/71360/leung-sze-lok,2,4,0,18,16,0,14,15,0,69,34,35
Vanessa Karmine Villalobos Vazquez,https://bwfbadminton.com/player/80824/vanessa-karmine-villalobos-vazquez,9,12,0,11,13,680,13,10,730,1478,33,35
Yeily Mari Ortiz Rodriguez,https://bwfbadminton.com/player/67477/yeily-mari-ortiz-rodriguez,9,13,0,8,11,430,16,11,720,1218,33,35
Kok Leong Au,https://bwfbadminton.com/player/53802/kok-leong-au,0,0,0,33,31,0,0,4,0,68,33,35
Anastasiia Kosenchuk,https://bwfbadminton.com/player/89571/anastasiia-kosenchuk,11,15,0,2,8,0,19,12,0,67,32,35
Ayu Gary Luma Maharani,https://bwfbadminton.com/player/92957/ayu-gary-luma-maharani,2,7,0,13,17,120,16,11,141,327,31,35
Chu-En Huang,https://bwfbadminton.com/player/73443/chu-en-huang,0,0,0,23,23,174,7,12,150,389,30,35
Ng Wan Win,https://bwfbadminton.com/player/68472/ng-wan-win,3,3,0,14,17,38,13,15,0,103,30,35
Yeison Esleiter Del Cid Alvarez,https://bwfbadminton.com/player/73177/yeison-esleiter-del-cid-alvarez,8,13,0,12,11,0,10,11,0,65,30,35
Zuzanna Glijer,https://bwfbadminton.com/player/64750/zuzanna-glijer,6,14,0,13,13,0,11,8,0,65,30,35
Miika Lahtinen,https://bwfbadminton.com/player/69084/miika-lahtinen,17,12,0,12,18,0,1,5,0,65,30,35
Pacharakamol Arkornsakul,https://bwfbadminton.com/player/49097/pacharakamol-arkornsakul,2,3,0,27,31,0,0,1,0,64,29,35
Salvador Franco,https://bwfbadminton.com/player/85246/salvador-franco,2,3,0,8,15,0,19,17,0,64,29,35
Kiara Henry,https://bwfbadminton.com/player/68502/kiara-henry,7,9,0,16,13,0,6,13,0,64,29,35
Sergiy Shatenko,https://bwfbadminton.com/player/89556/sergiy-shatenko,17,21,0,12,12,0,0,2,0,64,29,35
Thea Marie Pomar,https://bwfbadminton.com/player/59558/thea-marie-pomar,0,3,0,15,26,187,13,6,741,991,28,35
Lam Wai Lok,https://bwfbadminton.com/player/96679/lam-wai-lok,4,4,0,18,22,441,6,9,0,504,28,35
Tamara Otene,https://bwfbadminton.com/player/94540/tamara-otene,8,11,28,10,13,44,10,11,30,165,28,35
Xenia Kölmel,https://bwfbadminton.com/player/94510/xenia-kOelmel,13,12,0,6,14,0,9,9,0,63,28,35
Ross Green,https://bwfbadminton.com/player/73057/ross-green,24,29,0,3,5,0,0,1,0,62,27,35
Mathias Pedersen,https://bwfbadminton.com/player/68635/mathias-pedersen,4,13,100,17,16,600,5,6,0,761,26,35
Julian Voigt,https://bwfbadminton.com/player/65937/julian-voigt,2,3,0,14,21,0,10,11,0,61,26,35
Gabriela  Meilani Moningka,https://bwfbadminton.com/player/80425/gabriela-meilani-moningka,25,34,1260,0,1,0,0,0,0,1320,25,35
Klára Petrušková,https://bwfbadminton.com/player/79743/klara-petru%C5%A0kova,11,14,0,10,13,0,4,8,0,60,25,35
Marvin Datko,https://bwfbadminton.com/player/73340/marvin-datko,1,6,0,12,16,0,11,13,0,59,24,35
Hung Ying Yuan,https://bwfbadminton.com/player/20464/hung-ying-yuan,2,1,0,15,20,892,6,14,234,1184,23,35
Priscila Tjitrodipo,https://bwfbadminton.com/player/53479/priscila-tjitrodipo,4,13,0,8,10,980,11,12,0,1038,23,35
Marlies Baan,https://bwfbadminton.com/player/65193/marlies-baan,11,17,0,10,13,0,2,5,0,58,23,35
Nenad Milosevic,https://bwfbadminton.com/player/74569/nenad-milosevic,12,15,0,10,18,0,1,2,0,58,23,35
Muhammad Irfan Saeed Bhatti,https://bwfbadminton.com/player/95500/muhammad-irfan-saeed-bhatti,12,15,316,7,11,212,3,9,153,738,22,35
Cecilija Barut,https://bwfbadminton.com/player/59372/cecilija-barut,10,14,0,8,9,0,4,12,0,57,22,35
Alexander Rydstrom,https://bwfbadminton.com/player/88077/alexander-rydstrom,16,21,0,6,14,0,0,0,0,57,22,35
Yelyzaveta Yakovlieva,https://bwfbadminton.com/player/60614/yelyzaveta-yakovlieva,1,15,0,19,15,0,2,5,0,57,22,35
Zarra Faza Azka,https://bwfbadminton.com/player/83932/zarra-faza-azka,0,3,18,13,19,218,8,13,167,459,21,35
Kunjira Khongdee,https://bwfbadminton.com/player/96952/kunjira-khongdee,17,18,70,4,15,28,0,2,0,154,21,35
Rotem Mogilner,https://bwfbadminton.com/player/72560/rotem-mogilner,11,14,0,5,13,0,5,8,0,56,21,35
Ryan Tong,https://bwfbadminton.com/player/69174/ryan-tong,9,14,0,7,9,0,5,12,0,56,21,35
Bene Benjamin Kiss,https://bwfbadminton.com/player/82785/bene-benjamin-kiss,5,16,0,12,15,0,3,4,0,55,20,35
Simon Ofner,https://bwfbadminton.com/player/50813/simon-ofner,8,17,0,11,14,0,1,4,0,55,20,35
Zecily Fung,https://bwfbadminton.com/player/58515/zecily-fung,12,17,0,6,10,0,1,8,0,54,19,35
Dimitar Nenchev,https://bwfbadminton.com/player/74890/dimitar-nenchev,7,15,0,11,16,0,1,4,0,54,19,35
Jonas Østhassel,https://bwfbadminton.com/player/67405/jonas-%C3%98sthassel,6,11,0,8,13,0,5,11,0,54,19,35
Magali Bravo,https://bwfbadminton.com/player/65406/magali-bravo,8,14,0,5,12,0,5,9,0,53,18,35
Leonardo Isa,https://bwfbadminton.com/player/61257/leonardo-isa,4,14,0,5,12,28,7,9,0,79,16,35
Zolzaya Munkhbaatar,https://bwfbadminton.com/player/53488/zolzaya-munkhbaatar,6,15,0,7,16,0,2,4,0,50,15,35
Yevhenii Stolovoi,https://bwfbadminton.com/player/50752/yevhenii-stolovoi,5,12,0,3,11,0,7,12,0,50,15,35
Sara Mohmand,https://bwfbadminton.com/player/54220/sara-mohmand,2,18,124,5,8,303,7,9,1544,2020,14,35
Andreas De Winné,https://bwfbadminton.com/player/79663/andreas-de-winne,9,18,0,3,8,0,2,9,0,49,14,35
Dilmi Dias,https://bwfbadminton.com/player/87807/dilmi-dias,7,17,0,4,7,0,3,11,0,49,14,35
Michael Schausberger,https://bwfbadminton.com/player/95779/michael-schausberger,10,17,0,2,7,0,2,11,0,49,14,35
Lauren Lim,https://bwfbadminton.com/player/83425/lauren-lim,7,20,165,2,5,15,4,10,15,243,13,35
Saribel Caceres,https://bwfbadminton.com/player/60278/saribel-caceres,7,11,0,2,13,82,4,11,54,184,13,35
Stephen Jong,https://bwfbadminton.com/player/67335/stephen-jong,8,14,0,4,14,0,1,7,0,48,13,35
Julia Piwowar,https://bwfbadminton.com/player/77453/julia-piwowar,2,12,0,8,11,0,3,12,0,48,13,35
Grace Cai,https://bwfbadminton.com/player/87936/grace-cai,3,12,0,7,15,0,2,8,0,47,12,35
Dzmitry Kuzmitski,https://bwfbadminton.com/player/70866/dzmitry-kuzmitski,3,17,0,0,7,0,9,11,0,47,12,35
Naim Mohammed,https://bwfbadminton.com/player/50606/naim-mohammed,8,20,0,3,11,0,1,4,0,47,12,35
